"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ap1s1",0,NA,NA,NA,NA,NA
"Vgf",0,NA,NA,NA,NA,NA
"Gm26989",0,NA,NA,NA,NA,NA
"Gm7284",0,NA,NA,NA,NA,NA
"Mir702",0,NA,NA,NA,NA,NA
"Plod3",0,NA,NA,NA,NA,NA
"Znhit1",0,NA,NA,NA,NA,NA
"Cldn15",0,NA,NA,NA,NA,NA
"Fis1",29.4285592614706,-3.41178366820388,2.28554973668729,-1.49276281913207,0.135499283064504,0.99908871025226
"4933404O12Rik",0.830439550738071,-2.98316821082143,4.46383772617739,-0.668296742358524,0.503944192372682,0.99908871025226
"Ift22",0,NA,NA,NA,NA,NA
"Gm43649",0,NA,NA,NA,NA,NA
"Gm20485",0,NA,NA,NA,NA,NA
"Gm30654",0,NA,NA,NA,NA,NA
"Col26a1",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Myl10",0,NA,NA,NA,NA,NA
"Gm38722",0,NA,NA,NA,NA,NA
"LOC118568757",0,NA,NA,NA,NA,NA
"Mir721",0,NA,NA,NA,NA,NA
"Gm16599",0,NA,NA,NA,NA,NA
"Cux1",0.344494331618084,-1.76294393053191,4.53275325769273,-0.388934457780144,0.697324631430896,NA
"Gm30408",0,NA,NA,NA,NA,NA
"Sh2b2",0,NA,NA,NA,NA,NA
"Gm5050",0,NA,NA,NA,NA,NA
"Prkrip1",0,NA,NA,NA,NA,NA
"Orai2",0,NA,NA,NA,NA,NA
"Alkbh4",0,NA,NA,NA,NA,NA
"Lrwd1",0,NA,NA,NA,NA,NA
"Polr2j",0,NA,NA,NA,NA,NA
"Mir7035",0,NA,NA,NA,NA,NA
"Rasa4",0,NA,NA,NA,NA,NA
"Gm40347",0,NA,NA,NA,NA,NA
"Upk3bl",0,NA,NA,NA,NA,NA
"Upk3b",0,NA,NA,NA,NA,NA
"Dtx2",11.1434280202376,-1.54363772849817,2.51329644222175,-0.614188482729716,0.539090783193431,0.99908871025226
"Zp3",0,NA,NA,NA,NA,NA
"Ssc4d",0,NA,NA,NA,NA,NA
"Gm40346",0,NA,NA,NA,NA,NA
"Ywhag",0,NA,NA,NA,NA,NA
"Hspb1",0,NA,NA,NA,NA,NA
"Gm22450",0,NA,NA,NA,NA,NA
"Srrm3",0.17840642147047,-1.00501262027981,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Mdh2",0,NA,NA,NA,NA,NA
"Gm30205",0,NA,NA,NA,NA,NA
"Styxl1",0,NA,NA,NA,NA,NA
"Mir7034",0,NA,NA,NA,NA,NA
"Tmem120a",0,NA,NA,NA,NA,NA
"Gm16061",0,NA,NA,NA,NA,NA
"Gm40345",0,NA,NA,NA,NA,NA
"Por",0,NA,NA,NA,NA,NA
"Gm15607",0,NA,NA,NA,NA,NA
"Rhbdd2",0,NA,NA,NA,NA,NA
"Ccl24",0,NA,NA,NA,NA,NA
"Ccl26",0,NA,NA,NA,NA,NA
"Gm52790",0,NA,NA,NA,NA,NA
"Hip1",1.07043852882282,-3.34169535714768,4.31926760920521,-0.773671756300969,0.439124926293059,0.99908871025226
"Mir7033",0,NA,NA,NA,NA,NA
"Pom121",0,NA,NA,NA,NA,NA
"Nsun5",0,NA,NA,NA,NA,NA
"Trim50",0,NA,NA,NA,NA,NA
"Fkbp6",0,NA,NA,NA,NA,NA
"Fzd9",0,NA,NA,NA,NA,NA
"Baz1b",0,NA,NA,NA,NA,NA
"Bcl7b",0,NA,NA,NA,NA,NA
"Tbl2",2.48285770038208,-4.54199232558075,3.37304593962045,-1.34655513351586,0.178123552403179,0.99908871025226
"Mlxipl",0,NA,NA,NA,NA,NA
"Vps37d",0,NA,NA,NA,NA,NA
"Dnajc30",0,NA,NA,NA,NA,NA
"Gm25492",0,NA,NA,NA,NA,NA
"Bud23",0,NA,NA,NA,NA,NA
"Stx1a",0,NA,NA,NA,NA,NA
"Abhd11os",0,NA,NA,NA,NA,NA
"Abhd11",0,NA,NA,NA,NA,NA
"Rps29-ps",0,NA,NA,NA,NA,NA
"LOC115490310",0,NA,NA,NA,NA,NA
"Wbscr25",0,NA,NA,NA,NA,NA
"Cldn3",0,NA,NA,NA,NA,NA
"Cldn4",0,NA,NA,NA,NA,NA
"Mettl27",0,NA,NA,NA,NA,NA
"9030607J07Rik",0,NA,NA,NA,NA,NA
"Cldn13",0,NA,NA,NA,NA,NA
"Tmem270",0,NA,NA,NA,NA,NA
"Gm30003",0,NA,NA,NA,NA,NA
"Eln",0.389632389514899,2.46538052604615,4.44856526552904,0.554196775564886,0.57944418481,NA
"Gm10369",0,NA,NA,NA,NA,NA
"Limk1",0,NA,NA,NA,NA,NA
"Eif4h",0,NA,NA,NA,NA,NA
"Lat2",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Rfc2",0,NA,NA,NA,NA,NA
"Mir7228",0,NA,NA,NA,NA,NA
"Syna",0,NA,NA,NA,NA,NA
"Clip2",0,NA,NA,NA,NA,NA
"Gm16020",0,NA,NA,NA,NA,NA
"Gtf2ird1",0,NA,NA,NA,NA,NA
"Gm7033",10.8827917096987,-6.67940896249149,3.46172849290505,-1.92950110795263,0.0536686826647378,0.938957359162286
"Gm46925",4.99537980117316,-5.55778326278132,3.54460841118594,-1.56795409197876,0.116891846575544,0.99908871025226
"Mir3965",0,NA,NA,NA,NA,NA
"Gtf2i",0,NA,NA,NA,NA,NA
"LOC115490142",0,NA,NA,NA,NA,NA
"Ncf1",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gtf2ird2",82.0989351375901,-9.59353006563995,2.82763808535542,-3.39277155564061,0.000691893138573223,0.147004228842191
"Rcc1l",1.24884495029329,-3.56337899362017,4.18111439223121,-0.852255800568663,0.394072131990323,0.99908871025226
"Castor2",0,NA,NA,NA,NA,NA
"Gm15627",0,NA,NA,NA,NA,NA
"Gm40340",0,NA,NA,NA,NA,NA
"Gm40339",0,NA,NA,NA,NA,NA
"Gm2404",0,NA,NA,NA,NA,NA
"Gm7902",0,NA,NA,NA,NA,NA
"Gm36667",2.16134931006099,0.956282982904696,2.52855767544279,0.378193067214588,0.705287175244393,0.99908871025226
"Gm17979",0,NA,NA,NA,NA,NA
"Gm10051",0,NA,NA,NA,NA,NA
"LOC115490285",0,NA,NA,NA,NA,NA
"Gm36528",0,NA,NA,NA,NA,NA
"4930563F08Rik",0,NA,NA,NA,NA,NA
"LOC118568756",0,NA,NA,NA,NA,NA
"Auts2",2.19885226969876,0.226392838569169,2.76847223920911,0.0817753688705379,0.934825343252403,0.99908871025226
"Gm29681",0,NA,NA,NA,NA,NA
"Gm40338",0,NA,NA,NA,NA,NA
"Galnt17",0,NA,NA,NA,NA,NA
"Gm40337",0,NA,NA,NA,NA,NA
"A330070K13Rik",0,NA,NA,NA,NA,NA
"Gm40336",0,NA,NA,NA,NA,NA
"Caln1",0.71362568588188,-2.76021055413722,4.47316818283469,-0.617059417691746,0.537195535085733,0.99908871025226
"Tyw1",0,NA,NA,NA,NA,NA
"Sbds",0,NA,NA,NA,NA,NA
"Gm6598",0,NA,NA,NA,NA,NA
"Tmem248",0,NA,NA,NA,NA,NA
"Gm15921",0,NA,NA,NA,NA,NA
"Ndufa12-ps",0,NA,NA,NA,NA,NA
"Rabgef1",2.04438790355058,-2.2685539172203,3.25019491525396,-0.697974729630344,0.485192997827281,0.99908871025226
"Kctd7",0,NA,NA,NA,NA,NA
"Tpst1",11.8795882429138,6.35950768690516,3.01801929104474,2.10717927011782,0.0351020431200409,0.841129409199778
"LOC118568755",0,NA,NA,NA,NA,NA
"Crcp",0,NA,NA,NA,NA,NA
"Gm40334",0,NA,NA,NA,NA,NA
"Asl",0,NA,NA,NA,NA,NA
"Gusb",0,NA,NA,NA,NA,NA
"Vkorc1l1",0,NA,NA,NA,NA,NA
"Nupr1l",0,NA,NA,NA,NA,NA
"Zbed5",0,NA,NA,NA,NA,NA
"Chchd2",0,NA,NA,NA,NA,NA
"Phkg1",0,NA,NA,NA,NA,NA
"Sumf2",0,NA,NA,NA,NA,NA
"Snora15",0,NA,NA,NA,NA,NA
"Gm23245",0,NA,NA,NA,NA,NA
"Cct6a",0,NA,NA,NA,NA,NA
"Psph",0.332175820295228,-1.72768378546504,4.53461678509782,-0.380998851136165,0.703204101023541,NA
"Nipsnap2",0,NA,NA,NA,NA,NA
"Mrps17",0,NA,NA,NA,NA,NA
"Septin14",0,NA,NA,NA,NA,NA
"Zfp11",0,NA,NA,NA,NA,NA
"Gm18390",0,NA,NA,NA,NA,NA
"Gm6139",0,NA,NA,NA,NA,NA
"Mmp17",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Sfswap",0,NA,NA,NA,NA,NA
"Gm40332",0,NA,NA,NA,NA,NA
"Gm40333",0,NA,NA,NA,NA,NA
"Gm34468",0,NA,NA,NA,NA,NA
"LOC118568754",0,NA,NA,NA,NA,NA
"Gm34145",0,NA,NA,NA,NA,NA
"Rps16-ps2",0,NA,NA,NA,NA,NA
"Gm46923",0,NA,NA,NA,NA,NA
"Gm52830",0,NA,NA,NA,NA,NA
"Adgrd1",0,NA,NA,NA,NA,NA
"Ran",0,NA,NA,NA,NA,NA
"Stx2",0,NA,NA,NA,NA,NA
"Gm34057",0,NA,NA,NA,NA,NA
"Gm42875",0,NA,NA,NA,NA,NA
"Rimbp2",0,NA,NA,NA,NA,NA
"Piwil1",0,NA,NA,NA,NA,NA
"Gm33995",0,NA,NA,NA,NA,NA
"Gm33931",0,NA,NA,NA,NA,NA
"Fzd10",0,NA,NA,NA,NA,NA
"Fzd10os",0,NA,NA,NA,NA,NA
"Gm38612",0,NA,NA,NA,NA,NA
"Gm33738",0,NA,NA,NA,NA,NA
"Tmem132d",0,NA,NA,NA,NA,NA
"Glt1d1",0,NA,NA,NA,NA,NA
"Slc15a4",0,NA,NA,NA,NA,NA
"Tmem132cos",0,NA,NA,NA,NA,NA
"LOC118568739",0,NA,NA,NA,NA,NA
"Tmem132c",0,NA,NA,NA,NA,NA
"4930548G05Rik",0,NA,NA,NA,NA,NA
"4930572K03Rik",0,NA,NA,NA,NA,NA
"Gm33491",0,NA,NA,NA,NA,NA
"4933438B17Rik",0,NA,NA,NA,NA,NA
"Gm40331",0,NA,NA,NA,NA,NA
"Gm33347",0,NA,NA,NA,NA,NA
"1700081B01Rik",0,NA,NA,NA,NA,NA
"Gm33239",0,NA,NA,NA,NA,NA
"Gm24839",0,NA,NA,NA,NA,NA
"Gm40330",0,NA,NA,NA,NA,NA
"Gm23151",0,NA,NA,NA,NA,NA
"Gm40329",0,NA,NA,NA,NA,NA
"Gm7774",0,NA,NA,NA,NA,NA
"1700048F04Rik",0,NA,NA,NA,NA,NA
"Gm32986",0,NA,NA,NA,NA,NA
"Gm40328",0,NA,NA,NA,NA,NA
"Gm4868",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Gm40327",0,NA,NA,NA,NA,NA
"Gm51294",0,NA,NA,NA,NA,NA
"Gm32811",0,NA,NA,NA,NA,NA
"Tmem132b",5.38667620959019,1.83330524950347,2.44922677865619,0.748524091554046,0.454144099148398,0.99908871025226
"Aacs",0,NA,NA,NA,NA,NA
"Gm40325",0,NA,NA,NA,NA,NA
"Bri3bp",0,NA,NA,NA,NA,NA
"Dhx37",0,NA,NA,NA,NA,NA
"n-TAtgc5",0,NA,NA,NA,NA,NA
"n-TDgtc14",0,NA,NA,NA,NA,NA
"n-TFgaa7",0,NA,NA,NA,NA,NA
"n-TDgtc15",0,NA,NA,NA,NA,NA
"n-TAtgc10",0,NA,NA,NA,NA,NA
"Gm10382",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Ubc",0,NA,NA,NA,NA,NA
"Gm40324",0.451783040215083,0.874586446481972,4.50195184765276,0.194268280976387,0.845965820588461,NA
"Gm40323",0,NA,NA,NA,NA,NA
"Gm32701",1359.8534690418,-0.434221519639904,1.8377873291372,-0.236274085012743,0.813219994868739,0.99908871025226
"Scarb1",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gm32585",0,NA,NA,NA,NA,NA
"Ncor2",1.42725137176376,-3.75540279359203,4.07557598563912,-0.921440995536516,0.356820233629344,0.99908871025226
"Rflna",0,NA,NA,NA,NA,NA
"Gm32529",0,NA,NA,NA,NA,NA
"Gm40321",0,NA,NA,NA,NA,NA
"Gm40320",0,NA,NA,NA,NA,NA
"Gm32449",0,NA,NA,NA,NA,NA
"Zfp664",0,NA,NA,NA,NA,NA
"Ccdc92",0,NA,NA,NA,NA,NA
"Dnah10",0.308283884642103,0.296992494461964,4.53207645824001,0.0655312189012138,0.947751050659475,NA
"Atp6v0a2",0,NA,NA,NA,NA,NA
"Tctn2",0,NA,NA,NA,NA,NA
"Gtf2h3",0.389632389514899,2.46538052604615,4.44856526552904,0.554196775564886,0.57944418481,NA
"Eif2b1",0,NA,NA,NA,NA,NA
"Ddx55",0,NA,NA,NA,NA,NA
"Tmed2",0,NA,NA,NA,NA,NA
"Gm6046",0,NA,NA,NA,NA,NA
"Rilpl1",0,NA,NA,NA,NA,NA
"Gm52789",0,NA,NA,NA,NA,NA
"Snrnp35",0,NA,NA,NA,NA,NA
"Gm15621",0,NA,NA,NA,NA,NA
"Rilpl2",0,NA,NA,NA,NA,NA
"Kmt5a",0,NA,NA,NA,NA,NA
"Sbno1",0,NA,NA,NA,NA,NA
"Cdk2ap1",0,NA,NA,NA,NA,NA
"2810006K23Rik",0,NA,NA,NA,NA,NA
"Mphosph9",10.6792062114037,0.97056693461373,2.41779379564903,0.401426679297601,0.688106010141305,0.99908871025226
"Pitpnm2os1",7.9609532527585,-0.276227314696631,2.06111459241096,-0.134018416886524,0.893388011240858,0.99908871025226
"Pitpnm2os2",0,NA,NA,NA,NA,NA
"LOC115490137",0,NA,NA,NA,NA,NA
"Gm52788",0,NA,NA,NA,NA,NA
"Pitpnm2",0,NA,NA,NA,NA,NA
"Arl6ip4",0,NA,NA,NA,NA,NA
"Ogfod2",0,NA,NA,NA,NA,NA
"Gm16001",0,NA,NA,NA,NA,NA
"Abcb9",0,NA,NA,NA,NA,NA
"Gm34086",0,NA,NA,NA,NA,NA
"Vps37b",0,NA,NA,NA,NA,NA
"Mir7032",0,NA,NA,NA,NA,NA
"Gm46922",0,NA,NA,NA,NA,NA
"Hip1r",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Ccdc62",0,NA,NA,NA,NA,NA
"Denr",0,NA,NA,NA,NA,NA
"Hcar1",0,NA,NA,NA,NA,NA
"Hcar2",0.259754926343266,1.91933337637278,4.49843805130554,0.426666623944227,0.669622163726805,NA
"Kntc1",6.27032867921437,5.43156899863817,3.03859172425192,1.78752839852988,0.0738521264191638,0.99908871025226
"Rsrc2",0,NA,NA,NA,NA,NA
"Gm19601",0,NA,NA,NA,NA,NA
"Zcchc8",0,NA,NA,NA,NA,NA
"Gm24840",0,NA,NA,NA,NA,NA
"Clip1",4.89691113821698,0.499606225843047,2.3235839330645,0.215015355689834,0.829755346440066,0.99908871025226
"Vps33a",0.649387315858166,3.18417499252919,4.40200383739406,0.723346709850708,0.469466902329363,0.99908871025226
"Mir7647",0,NA,NA,NA,NA,NA
"Diablo",0,NA,NA,NA,NA,NA
"B3gnt4",0,NA,NA,NA,NA,NA
"Lrrc43",0.89203210735235,-3.07972899792974,4.4602158699812,-0.690488776262463,0.489886865726498,0.99908871025226
"Il31",0,NA,NA,NA,NA,NA
"Rpl31-ps6",0,NA,NA,NA,NA,NA
"Mlxip",0,NA,NA,NA,NA,NA
"Gm23458",0,NA,NA,NA,NA,NA
"Bcl7a",0,NA,NA,NA,NA,NA
"Gm15860",0,NA,NA,NA,NA,NA
"Rpl35a-ps6",0,NA,NA,NA,NA,NA
"Wdr66",0.527803164309158,-2.26564738799405,4.49966292051392,-0.503514913898323,0.614602297464248,NA
"Psmd9",0,NA,NA,NA,NA,NA
"Hpd",0,NA,NA,NA,NA,NA
"LOC118568727",0,NA,NA,NA,NA,NA
"Setd1b",0,NA,NA,NA,NA,NA
"Rhof",0,NA,NA,NA,NA,NA
"Tmem120b",0,NA,NA,NA,NA,NA
"Gm6444",0,NA,NA,NA,NA,NA
"Gm42023",0,NA,NA,NA,NA,NA
"Morn3",0,NA,NA,NA,NA,NA
"Orai1",0,NA,NA,NA,NA,NA
"Gm2479",0,NA,NA,NA,NA,NA
"A930024E05Rik",0,NA,NA,NA,NA,NA
"Gm33118",0,NA,NA,NA,NA,NA
"Kdm2b",0,NA,NA,NA,NA,NA
"Rnf34",0,NA,NA,NA,NA,NA
"Gm33044",0,NA,NA,NA,NA,NA
"Anapc5",0,NA,NA,NA,NA,NA
"Camkk2",0,NA,NA,NA,NA,NA
"P2rx4",0,NA,NA,NA,NA,NA
"Gm10064",0,NA,NA,NA,NA,NA
"Mir8115",0,NA,NA,NA,NA,NA
"P2rx7",17.0368989126076,-0.929146966181936,1.9586850183078,-0.474372835600014,0.635234060522912,0.99908871025226
"Gm32988",0,NA,NA,NA,NA,NA
"Gm18941",0,NA,NA,NA,NA,NA
"Ift81",0,NA,NA,NA,NA,NA
"1700040P09Rik",0,NA,NA,NA,NA,NA
"Gm22965",0,NA,NA,NA,NA,NA
"Atp2a2",0,NA,NA,NA,NA,NA
"Anapc7",0.308283884642103,0.296992494461964,4.53207645824001,0.0655312189012138,0.947751050659475,NA
"Arpc3",0,NA,NA,NA,NA,NA
"Gm32853",0,NA,NA,NA,NA,NA
"Gpn3",0,NA,NA,NA,NA,NA
"Fam216a",0,NA,NA,NA,NA,NA
"Vps29",0.442308003625049,-2.03382179704599,4.51547396266747,-0.450411587767085,0.652413691091313,NA
"Rad9b",0,NA,NA,NA,NA,NA
"Pptc7",0.17840642147047,-1.00501262027981,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"1700112N08Rik",0,NA,NA,NA,NA,NA
"Tctn1",0,NA,NA,NA,NA,NA
"Hvcn1",0,NA,NA,NA,NA,NA
"Ppp1cc",0,NA,NA,NA,NA,NA
"Ccdc63",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Myl2",0,NA,NA,NA,NA,NA
"Gm52786",1.07992423382956,-0.151900257619097,3.55941055540874,-0.0426756776872157,0.965960068295379,0.99908871025226
"LOC118568726",0,NA,NA,NA,NA,NA
"Gm52785",0,NA,NA,NA,NA,NA
"Cux2",0,NA,NA,NA,NA,NA
"Pheta1",0,NA,NA,NA,NA,NA
"Gm32422",0,NA,NA,NA,NA,NA
"Mir7031",0,NA,NA,NA,NA,NA
"Sh2b3",0,NA,NA,NA,NA,NA
"Atxn2",0,NA,NA,NA,NA,NA
"Brap",1.99305492177137,-4.23914494232093,3.85917653735502,-1.09845841497221,0.272004366751732,0.99908871025226
"Acad10",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Acad12",0,NA,NA,NA,NA,NA
"Aldh2",0.664351640590457,-2.66513853309637,4.47759718604917,-0.59521623369787,0.551698940338643,0.99908871025226
"Mapkapk5",0,NA,NA,NA,NA,NA
"Adam1a",0,NA,NA,NA,NA,NA
"Adam1b",0,NA,NA,NA,NA,NA
"Gm15546",0,NA,NA,NA,NA,NA
"Tmem116",0,NA,NA,NA,NA,NA
"Erp29",0,NA,NA,NA,NA,NA
"Naa25",0,NA,NA,NA,NA,NA
"Gm42020",0,NA,NA,NA,NA,NA
"Trafd1",0.498263730442843,-2.25625097798128,4.50025696402192,-0.501360476972596,0.616117449952078,NA
"Gm24671",0,NA,NA,NA,NA,NA
"Hectd4",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"LOC115490270",0,NA,NA,NA,NA,NA
"Rpl6",0,NA,NA,NA,NA,NA
"Ptpn11",0,NA,NA,NA,NA,NA
"Gm32185",0,NA,NA,NA,NA,NA
"Rph3a",0,NA,NA,NA,NA,NA
"Oas1d",0,NA,NA,NA,NA,NA
"Gm7573",0.263901582154579,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Oas1a",0,NA,NA,NA,NA,NA
"Oas1g",0,NA,NA,NA,NA,NA
"Oas1h",0,NA,NA,NA,NA,NA
"Oas1f",0,NA,NA,NA,NA,NA
"Oas1b",0,NA,NA,NA,NA,NA
"Oas1c",0,NA,NA,NA,NA,NA
"Oas1e",0,NA,NA,NA,NA,NA
"Oas3",4.68905122330955,-2.8170210814423,2.50347221971701,-1.12524559260367,0.260484977976084,0.99908871025226
"Oas2",0,NA,NA,NA,NA,NA
"Dtx1",0,NA,NA,NA,NA,NA
"Rasal1",11.4749656079876,2.23701870371157,2.38052368725001,0.939717052887544,0.347362715602276,0.99908871025226
"Cfap73",0,NA,NA,NA,NA,NA
"Ddx54",0,NA,NA,NA,NA,NA
"Rita1",0,NA,NA,NA,NA,NA
"Iqcd",0,NA,NA,NA,NA,NA
"Tpcn1",0,NA,NA,NA,NA,NA
"Slc8b1",0,NA,NA,NA,NA,NA
"Plbd2",0,NA,NA,NA,NA,NA
"Sds",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Sdsl",0,NA,NA,NA,NA,NA
"Lhx5",0,NA,NA,NA,NA,NA
"Gm31976",0,NA,NA,NA,NA,NA
"Gm27199",0,NA,NA,NA,NA,NA
"Gm31836",0,NA,NA,NA,NA,NA
"Gm10390",0,NA,NA,NA,NA,NA
"Rbm19",0,NA,NA,NA,NA,NA
"Gm42019",0,NA,NA,NA,NA,NA
"Gm42018",0,NA,NA,NA,NA,NA
"Gm38554",0,NA,NA,NA,NA,NA
"Gm31773",0,NA,NA,NA,NA,NA
"Gm5563",0,NA,NA,NA,NA,NA
"Tbx5",0,NA,NA,NA,NA,NA
"Gm42017",0,NA,NA,NA,NA,NA
"Tbx3os2",0,NA,NA,NA,NA,NA
"Tbx3",0,NA,NA,NA,NA,NA
"Gm16064",0,NA,NA,NA,NA,NA
"Gm16063",0,NA,NA,NA,NA,NA
"Tbx3os1",0,NA,NA,NA,NA,NA
"AW549542",0,NA,NA,NA,NA,NA
"Gm31314",0,NA,NA,NA,NA,NA
"Gm42016",0,NA,NA,NA,NA,NA
"Gm31190",0,NA,NA,NA,NA,NA
"Gm7538",0,NA,NA,NA,NA,NA
"Gm31129",0,NA,NA,NA,NA,NA
"1700081H04Rik",0,NA,NA,NA,NA,NA
"Gm31034",0,NA,NA,NA,NA,NA
"Gm30895",0,NA,NA,NA,NA,NA
"4930413E15Rik",0,NA,NA,NA,NA,NA
"Gm42015",0,NA,NA,NA,NA,NA
"Med13l",0.996527460885685,-3.24400516430456,4.38531163339381,-0.739743360449395,0.459455732494659,0.99908871025226
"Btf3-ps11",0,NA,NA,NA,NA,NA
"Gm46921",0,NA,NA,NA,NA,NA
"Gm30746",0,NA,NA,NA,NA,NA
"Gm30657",0,NA,NA,NA,NA,NA
"Gm30604",0,NA,NA,NA,NA,NA
"Gm46942",0,NA,NA,NA,NA,NA
"Gm25076",0,NA,NA,NA,NA,NA
"Spring1",0,NA,NA,NA,NA,NA
"Rnft2",0,NA,NA,NA,NA,NA
"Hrk",0,NA,NA,NA,NA,NA
"Gm30522",0,NA,NA,NA,NA,NA
"Gm26411",0,NA,NA,NA,NA,NA
"Gm30466",0,NA,NA,NA,NA,NA
"Fbxw8",0,NA,NA,NA,NA,NA
"Tesc",0,NA,NA,NA,NA,NA
"Fbxo21",0,NA,NA,NA,NA,NA
"Gm26995",0,NA,NA,NA,NA,NA
"Nos1",0,NA,NA,NA,NA,NA
"Gm30360",0,NA,NA,NA,NA,NA
"Gm42013",0,NA,NA,NA,NA,NA
"Ksr2",0,NA,NA,NA,NA,NA
"Gm52829",0,NA,NA,NA,NA,NA
"Gm15728",0,NA,NA,NA,NA,NA
"Rfc5",0,NA,NA,NA,NA,NA
"Wsb2",0,NA,NA,NA,NA,NA
"Gm42012",0,NA,NA,NA,NA,NA
"Gm15727",0,NA,NA,NA,NA,NA
"Vsig10",0,NA,NA,NA,NA,NA
"Gm52828",0,NA,NA,NA,NA,NA
"Gm3786",0,NA,NA,NA,NA,NA
"Pebp1",0,NA,NA,NA,NA,NA
"Taok3",3.37740349661607,-4.99560318272722,3.34135845467141,-1.4950814917038,0.134893175570237,0.99908871025226
"Suds3",0,NA,NA,NA,NA,NA
"Gm42011",0,NA,NA,NA,NA,NA
"Gm7478",0,NA,NA,NA,NA,NA
"Gm30028",0,NA,NA,NA,NA,NA
"LOC118568798",0,NA,NA,NA,NA,NA
"Gm29972",0,NA,NA,NA,NA,NA
"Gm42010",0,NA,NA,NA,NA,NA
"Gm29926",0,NA,NA,NA,NA,NA
"Gm29843",0,NA,NA,NA,NA,NA
"Gstm2-ps1",0,NA,NA,NA,NA,NA
"Srrm4",0,NA,NA,NA,NA,NA
"Srrm4os",0,NA,NA,NA,NA,NA
"Gm42009",4.10334769382081,-5.27460478192382,3.58710885154845,-1.47043343266456,0.141444402153626,0.99908871025226
"Hspb8",0,NA,NA,NA,NA,NA
"Gm36841",0,NA,NA,NA,NA,NA
"B230112J18Rik",0,NA,NA,NA,NA,NA
"Gm52827",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Gm36502",0,NA,NA,NA,NA,NA
"Gm36552",0,NA,NA,NA,NA,NA
"Ccdc60",0,NA,NA,NA,NA,NA
"C330018A13Rik",0,NA,NA,NA,NA,NA
"Tmem233",0,NA,NA,NA,NA,NA
"Gm13842",0,NA,NA,NA,NA,NA
"Prkab1",0,NA,NA,NA,NA,NA
"Gm36185",0,NA,NA,NA,NA,NA
"Gm42008",0,NA,NA,NA,NA,NA
"Cit",0,NA,NA,NA,NA,NA
"Gm13841",0,NA,NA,NA,NA,NA
"Bicdl1",0,NA,NA,NA,NA,NA
"Mir7030",0,NA,NA,NA,NA,NA
"Rab35",0,NA,NA,NA,NA,NA
"1110006O24Rik",0,NA,NA,NA,NA,NA
"Mir7029",0,NA,NA,NA,NA,NA
"Gcn1",0,NA,NA,NA,NA,NA
"Rplp0",0,NA,NA,NA,NA,NA
"Gm13840",0,NA,NA,NA,NA,NA
"Pxn",0,NA,NA,NA,NA,NA
"Gm13836",0,NA,NA,NA,NA,NA
"Gm24407",0,NA,NA,NA,NA,NA
"Gm24265",0,NA,NA,NA,NA,NA
"Gm42007",0,NA,NA,NA,NA,NA
"Sirt4",3.32688436103942,1.32460495089803,3.16108112273432,0.419035418411615,0.675190247640014,0.99908871025226
"Pla2g1b",0,NA,NA,NA,NA,NA
"Msi1",8.16449629441314,3.10338829849868,2.22340623470854,1.39578105433598,0.162780437247806,0.99908871025226
"A930005G22Rik",0,NA,NA,NA,NA,NA
"LOC118568797",7.37300772944602,-6.11752081398438,2.89338020440758,-2.11431626049883,0.0344882644644032,0.841129409199778
"4930401G09Rik",0,NA,NA,NA,NA,NA
"Cox6a1",0,NA,NA,NA,NA,NA
"Triap1",0,NA,NA,NA,NA,NA
"Gatc",0,NA,NA,NA,NA,NA
"Srsf9",0,NA,NA,NA,NA,NA
"Gm13830",0,NA,NA,NA,NA,NA
"Dynll1",0,NA,NA,NA,NA,NA
"Coq5",0,NA,NA,NA,NA,NA
"Rnf10",0,NA,NA,NA,NA,NA
"Pop5",0,NA,NA,NA,NA,NA
"Gm35515",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Cabp1",0.17840642147047,-1.00501262027981,4.56209215174643,-0.220296431297441,0.825640299311718,NA
